,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_BYTES,Clusters
88543,19,1,0,6,1
88544,4,1,0,4,1
88545,0,1,1,8,1
88546,0,1,0,0,1
88547,2,4,0,6,1
88548,1,1,2,112,1
88549,0,1,1,12,1
88550,0,1,257,5140,1
88551,0,1,1,88,1
88552,5,2,0,4,1
88553,0,1,1,12,1
88554,3,1,0,0,1
88555,0,1,1,16,1
88556,4,1,0,38,1
88557,5,1,0,2,1
88558,1,2,5288,1145112,1
88559,0,1,281,5620,1
88560,0,2,1,24,1
88561,0,1,0,0,1
88562,1,2,166761,8004528,3
88563,0,1,2,120,1
88564,0,1,2,96,1
88565,1,1,1,88,1
88566,0,1,49,2736,1
88567,0,1,73,1460,1
88568,0,1,1,8,1
88569,0,4,1,12,1
88570,2,1,1,148,1
88571,1,1,1,16,1
88572,3,1,1272212,20355397,2
88573,1,2,1,24,1
88574,0,1,2144,42880,1
88575,0,1,1,16,1
88576,0,1,485,19028,1
88577,1,1,2,144,1
88578,1,4,1,12,1
88579,0,1,0,0,1
88580,1,1,1,24,1
88581,0,1,2,112,1
88582,0,1,1,12,1
88583,438,1,0,1,1
88584,1,1,2,112,1
88585,0,1,0,0,1
88586,0,1,3999,79980,1
88587,1,2,0,0,1
88588,0,1,1,16,1
88589,1,2,1,24,1
88590,78,1,0,1,1
88591,1,2,388,98724,1
88592,1,1,3953,79060,1
88593,0,1,1,88,1
88594,2,1,1,64,1
88595,0,1,1,8,1
88596,4,1,0,136,1
88597,1,2,1,24,1
88598,1,2,1,24,1
88599,0,1,4460,89200,1
88600,0,1,2338,46760,1
88601,1,1,1,8,1
88602,1,2,1,24,1
88603,0,1,1,88,1
88604,0,1,1,88,1
88605,0,1,1,84,1
88606,1,2,1,28,1
88607,0,1,1,28,1
88608,19,1,0,5,1
88609,1,1,1,8,1
88610,0,1,1,8,1
88611,2,2,0,12,1
88612,99,1,0,0,1
88613,1,2,1,28,1
88614,0,1,1,8,1
88615,1,1,1,8,1
88616,2,2,11,184,1
88617,3,2,3246260,64925200,2
88618,1,1,1,20,1
88619,1,1,1,8,1
88620,0,1,1,8,1
88621,0,1,1,8,1
88622,0,2,1,28,1
88623,1,1,1,16,1
88624,114,1,0,0,1
88625,2,1,0,4,1
88626,0,1,1,8,1
88627,1,4,1,12,1
88628,0,1,1,16,1
88629,0,1,0,0,1
88630,4,4,0,3,1
88631,0,2,1,16,1
88632,0,2,1,24,1
88633,0,1,2,680,1
88634,0,1,1,28,1
88635,0,1,0,0,1
88636,0,2,1,28,1
88637,0,1,1,20,1
88638,0,1,1,8,1
88639,0,2,1,20,1
88640,0,1,1,20,1
88641,0,1,44,880,1
88642,0,1,2884,57680,1
88643,0,2,1,28,1
88644,344,1,0,0,1
88645,25,1,0,5,1
88646,0,1,1,20,1
88647,0,1,1,16,1
88648,0,1,1,8,1
88649,0,1,1,16,1
88650,0,1,1,20,1
88651,0,1,1,16,1
88652,2,1,0,4,1
88653,14,1,0,8,1
88654,491,1,0,0,1
88655,41,1,0,1,1
88656,0,1,3285,52560,1
88657,0,1,1,20,1
88658,0,1,0,0,1
88659,8,2,0,3,1
88660,2,1,0,4,1
88661,1,1,1,20,1
88662,2,2,0,14,1
88663,1,1,1,8,1
88664,1,1,1,8,1
88665,0,1,1,8,1
88666,10,1,0,28,1
88667,33,1,0,4,1
88668,11,1,0,5,1
88669,2,4,0,6,1
88670,0,1,1,8,1
88671,1,1,2,120,1
88672,6,4,0,0,1
88673,1,1,1,88,1
88674,10,2,0,2,1
88675,1,1,1,8,1
88676,1,1,3542,56672,1
88677,0,1,1,16,1
88678,1,1,1,16,1
88679,4,4,0,3,1
88680,1,1,1,88,1
88681,2,1,0,0,1
88682,0,1,1,8,1
88683,0,1,1,88,1
88684,0,1,1,8,1
88685,0,1,3919,78380,1
88686,3,2,0,10,1
88687,0,1,0,0,1
88688,0,1,1,88,1
88689,0,1,1,12,1
88690,0,1,46,920,1
88691,1,1,2,120,1
88692,0,1,567,11340,1
88693,0,1,1,12,1
88694,0,2,1,32,1
88695,1,1,0,0,1
88696,16,1,0,7,1
88697,0,2,0,0,1
88698,0,1,1,88,1
88699,0,1,3972,111216,1
88700,261,1,0,2,1
88701,0,1,1,8,1
88702,1,1,1,12,1
88703,0,1,485,19028,1
88704,0,2,1,28,1
88705,0,1,1,12,1
88706,3396,1,0,0,5
88707,1,1,2742,54840,1
88708,0,2,1,16,1
88709,0,1,0,0,1
88710,3,4,0,4,1
88711,4,1,0,2,1
88712,1,1,1,12,1
88713,0,1,0,0,1
88714,0,1,0,0,1
88715,0,2,1,28,1
88716,0,1,0,0,1
88717,22,1,0,8,1
88718,8,3,0,1,1
88719,0,1,1,12,1
88720,0,1,1,8,1
88721,0,1,1,88,1
88722,75,1,0,2,1
88723,1,1,1,8,1
88724,9,4,0,1,1
88725,18,12,0,0,4
88726,106,2,0,0,1
88727,1,1,1,12,1
88728,520,19,61881,12545917,3
88729,77,1,0,4,1
88730,1,1,1,8,1
88731,1,1,2,112,1
88732,0,1,1,4,1
88733,0,1,1,8,1
88734,0,1,1,8,1
88735,0,1,1,8,1
88736,1,1,0,0,1
88737,0,1,1,8,1
88738,0,1,1,28,1
88739,0,1,0,0,1
88740,0,4,1,12,1
88741,1,1,3795,75900,1
88742,2,1,0,14,1
88743,0,1,1,4,1
88744,4,1,0,3,1
88745,133,1,0,2,1
88746,2,1,0,6,1
88747,5,1,0,4,1
88748,1,2,1,24,1
88749,2,1,0,4,1
88750,28,1,0,8,1
88751,0,1,1,4,1
88752,11,1,0,0,1
88753,2,3,110872,4878814,1
88754,2,1,0,8,1
88755,0,1,1,8,1
88756,6,2,0,4,1
88757,1,1,1,8,1
88758,1,2,1,24,1
88759,0,2,0,0,1
88760,0,2,1,36,1
88761,1,1,1,20,1
88762,0,1,1,28,1
88763,4,2,0,6,1
88764,0,1,1,20,1
88765,1,4,1,12,1
88766,0,1,1,8,1
88767,2,1,1,56,1
88768,0,1,2,680,1
88769,2,2,19,456,1
88770,0,1,1,188,1
88771,2,2,0,12,1
88772,6,9,33,2706,1
88773,0,1,0,0,1
88774,0,1,2,112,1
88775,0,1,1,88,1
88776,42,1,0,2,1
88777,1,1,1,8,1
88778,0,1,1,12,1
88779,1,1,1,8,1
88780,1,1,1,60,1
88781,1,1,1,12,1
88782,1,1,0,0,1
88783,0,1,1,8,1
88784,0,1,1,4,1
88785,0,1,3998,79960,1
88786,0,1,1,12,1
88787,0,1,1,8,1
88788,3,4,0,4,1
88789,3,5,3135,1016257,1
88790,0,1,1,16,1
88791,0,1,1,16,1
88792,1,1,3972,111216,1
88793,31,1,0,6,1
88794,0,3,1,12,1
88795,0,2,1,24,1
88796,0,1,1,8,1
88797,2,1,0,6,1
88798,3,1,0,1,1
88799,3,1,0,0,1
88800,0,1,1,8,1
88801,3,1,0,37,1
88802,0,1,1,8,1
88803,0,1,2,112,1
88804,0,1,1,8,1
88805,0,1,485,19028,1
88806,0,1,1,8,1
88807,1,1,1,8,1
88808,5,4,0,2,1
88809,0,1,4462,124936,1
88810,1,1,1,20,1
88811,0,1,1,20,1
88812,0,1,0,0,1
88813,1,1,0,0,1
88814,0,4,1,12,1
88815,0,1,1,12,1
88816,0,1,2494,49880,1
88817,0,1,1,8,1
88818,1,2,93,4424,1
88819,0,1,1,20,1
88820,0,1,1,8,1
88821,2,1,0,4,1
88822,1,1,2,120,1
88823,0,1,1,20,1
88824,3,2,0,10,1
88825,2,1,1,32,1
88826,0,1,1,16,1
88827,0,1,1,28,1
88828,1,1,6028,241428,1
88829,950,1,0,0,1
88830,1,1,2,112,1
88831,5,1,0,22,1
88832,5,2,0,4,1
88833,0,1,1,88,1
88834,0,1,1,8,1
88835,1,2,1,32,1
88836,0,4,0,0,1
88837,0,2,1,20,1
88838,2,1,1,56,1
88839,1,1,1,20,1
88840,1,1,0,0,1
88841,1,1,3933,110124,1
88842,0,1,2,112,1
88843,1,1,61,19104,1
88844,1,1,2,112,1
88845,4,4,0,3,1
88846,9,2,0,2,1
88847,102,21,0,0,4
88848,0,2,1,36,1
88849,8,1,0,0,1
88850,3,3,0,4,1
88851,3,2,0,9,1
88852,0,1,1,12,1
88853,0,1,1,16,1
88854,0,1,1,16,1
88855,1,1,2648,52960,1
88856,0,1,1,12,1
88857,1,2,1,24,1
88858,1,1,1,88,1
88859,1,1,1,8,1
88860,0,1,1,16,1
88861,3,1,0,0,1
88862,1,1,1,8,1
88863,1,1,853,17060,1
88864,2,1,1,56,1
88865,1,1,2,104,1
88866,1,1,1,88,1
88867,0,1,1,4,1
88868,2,1,0,6,1
88869,0,1,2,80,1
88870,1,1,1,8,1
88871,11,1,0,8,1
88872,0,1,0,0,1
88873,2,5,0,0,1
88874,2,3,12,1700,1
88875,1,1,58,916,1
88876,0,2,0,0,1
88877,1,1,1,88,1
88878,1,1,1,8,1
88879,0,2,1,28,1
88880,0,1,1,8,1
88881,6,2,0,0,1
88882,5,2,0,4,1
88883,0,1,1,8,1
88884,18,5,0,0,1
88885,0,1,1,8,1
88886,1,1,1,12,1
88887,0,1,1,20,1
88888,0,1,2,64,1
88889,0,1,1,20,1
88890,2,1,0,4,1
88891,1,1,1,88,1
88892,2,4,0,6,1
88893,14,27,48,7518,4
88894,0,1,3082,49312,1
88895,133,1,0,2,1
88896,0,1,1,20,1
88897,0,1,2,112,1
88898,0,4,1,12,1
88899,0,1,0,0,1
88900,1,4,1,12,1
88901,0,1,1,88,1
88902,0,2,1,24,1
88903,3,4,0,4,1
88904,0,2,1,24,1
88905,1,1,1,8,1
88906,2,1,1,80,1
88907,1,1,1,88,1
88908,21,7,175056,13809699,3
88909,1,1,1,88,1
88910,0,1,1,88,1
88911,4,1,0,3,1
88912,0,1,100784,22532952,3
88913,1,1,1398,27960,1
88914,0,1,1,12,1
88915,1,2,1,28,1
88916,38,1,0,2,1
88917,0,1,1,8,1
88918,3,4,0,4,1
88919,0,1,1,28,1
88920,1,1,1,16,1
88921,10,1,0,5,1
88922,0,1,3972,111216,1
88923,1,1,1,12,1
88924,0,1,1,28,1
88925,0,1,1,12,1
88926,1,1,1,16,1
88927,0,1,2,112,1
88928,5,1,0,30,1
88929,0,1,1,8,1
88930,1,1,2,112,1
88931,0,1,1,88,1
88932,1,1,1163,23260,1
88933,1,1,1,8,1
88934,0,1,2,48,1
88935,19,3,130281,6894660,3
88936,1,1,1,20,1
88937,3,2,0,8,1
88938,6,5,0,0,1
88939,141,13,16225,1882769,4
88940,21,1,0,0,1
88941,1,1,2,80,1
88942,0,1,1,8,1
88943,0,1,1,16,1
88944,33,1,0,3,1
88945,2,2,102966,3294928,1
88946,0,1,0,0,1
88947,2,1,0,10,1
88948,1,2,1,24,1
88949,2,1,0,0,1
88950,1,1,0,0,1
88951,35,1,0,2,1
88952,0,2,1,16,1
88953,0,1,0,0,1
88954,1,1,1,16,1
88955,78,1,0,3,1
88956,0,1,1,16,1
88957,0,1,2,112,1
88958,0,2,1,36,1
88959,10,1,0,5,1
88960,1,2,1,24,1
88961,4,2,0,6,1
88962,7,1,318,6368,1
88963,0,1,1,12,1
88964,0,1,1,16,1
88965,1,4,1,12,1
88966,1,1,1,8,1
88967,0,1,1,12,1
88968,3,1,0,2,1
88969,0,1,1,20,1
88970,0,1,2,112,1
88971,0,1,1,20,1
88972,0,1,1,16,1
88973,0,1,0,0,1
88974,0,1,1,24,1
88975,0,1,0,0,1
88976,3,1,0,2,1
88977,1,2,1,24,1
88978,0,1,1,20,1
88979,1,4,1,12,1
88980,5,1,0,11,1
88981,34,1,0,2,1
88982,54,1,13337,3818179,1
88983,0,1,1,12,1
88984,0,1,3973,79460,1
88985,0,2,1,28,1
88986,19,1,0,10,1
88987,0,2,2,48,1
88988,0,1,2732,54640,1
88989,0,1,0,0,1
88990,2,1,1,308,1
88991,0,2,1,28,1
88992,0,1,1,28,1
88993,0,1,1,8,1
88994,34,1,0,3,1
88995,0,1,1,8,1
88996,0,1,1,8,1
88997,1,1,3890,77800,1
88998,0,1,1,12,1
88999,0,1,0,0,1
89000,0,1,1,16,1
89001,0,1,1,12,1
89002,6,2,0,2,1
89003,1,2,1,24,1
89004,0,2,1,28,1
89005,0,1,1,12,1
89006,1,1,1,16,1
89007,0,1,1,20,1
89008,2,4,0,6,1
89009,0,2,1,16,1
89010,234,1,0,0,1
89011,0,1,1,8,1
89012,0,1,717,14340,1
89013,3,1,0,34,1
89014,0,1,2,96,1
89015,0,1,1,12,1
89016,11,1,0,1,1
89017,14,1,0,11,1
89018,0,1,1,8,1
89019,0,1,1,8,1
89020,0,1,1,56,1
89021,0,1,1,88,1
89022,1,5,1,12,1
89023,0,1,1,8,1
89024,0,1,1,4,1
89025,110,1,0,1,1
89026,0,1,1,8,1
89027,6,4,0,2,1
89028,14,1,0,12,1
89029,1,1,1,12,1
89030,1,2,0,0,1
89031,0,1,1,20,1
89032,0,1,1,12,1
89033,0,1,2,96,1
89034,0,2,1,36,1
89035,1,1,1,16,1
89036,0,2,1,28,1
89037,1,1,1,88,1
89038,1,2,1,24,1
89039,1,1,1,16,1
89040,528,1,0,0,1
89041,2,1,1,20,1
89042,1,1,0,0,1
89043,0,1,1,8,1
89044,0,1,1,12,1
89045,2,2,0,14,1
89046,2,6,712,28480,1
89047,7,1,0,1,1
89048,5,2,0,5,1
89049,0,1,0,0,1
89050,46,1,0,2,1
89051,4,4,0,3,1
89052,0,1,1,20,1
89053,3,1,0,2,1
89054,0,1,1,20,1
89055,1,2,1,24,1
89056,0,1,1,16,1
89057,3,7,0,0,1
89058,0,1,2,112,1
89059,0,4,1,12,1
89060,1,1,1,16,1
89061,0,1,1,12,1
89062,3,1,0,9,1
89063,0,1,3928,78560,1
89064,2,2,5,1454,1
89065,0,1,1,88,1
89066,1,4,1,12,1
89067,0,1,2587,51740,1
89068,0,2,1,24,1
89069,1,1,1,8,1
89070,0,1,3589,100492,1
89071,0,1,1,8,1
89072,4,2,0,7,1
89073,2,4,0,6,1
89074,0,1,3987,79740,1
89075,1,1,0,0,1
89076,0,1,1,8,1
89077,0,1,2,216,1
89078,0,2,1,28,1
89079,0,1,1,88,1
89080,9,2,0,2,1
89081,0,1,1,16,1
89082,0,2,0,0,1
89083,0,1,3631,58096,1
89084,0,1,1,20,1
89085,2,1,0,4,1
89086,0,1,1,8,1
89087,1,1,0,0,1
89088,1,2,1,36,1
89089,5,1,0,17,1
89090,17,1,30902,12938094,3
89091,0,1,1,8,1
89092,2,1,242,9514,1
89093,3,1,0,2,1
89094,0,1,1,8,1
89095,0,1,1,8,1
89096,1,1,1,12,1
89097,185,1,0,0,1
89098,0,1,2946,58920,1
89099,1,1,1,8,1
89100,0,1,1,28,1
89101,1,1,119,39392,1
89102,12,1,0,9,1
89103,0,1,73,1460,1
89104,1,1,1,20,1
89105,0,1,1,88,1
89106,2,1,0,10,1
89107,0,1,1,12,1
89108,2,2,0,12,1
89109,1,1,20564,7444536,1
89110,4,3,0,3,1
89111,4,4,0,3,1
89112,0,4,0,0,1
89113,0,1,1,20,1
89114,0,2,1,28,1
89115,1,1,1,8,1
89116,11,1,0,52,1
89117,1,1,0,0,1
89118,1,1,3804,76080,1
89119,0,1,1,16,1
89120,0,1,1,88,1
89121,0,1,1,16,1
89122,35,1,0,3,1
89123,0,1,1,88,1
89124,0,1,1,8,1
89125,1,1,1,8,1
89126,6,3,0,0,1
89127,1,1,2,64,1
89128,0,1,1,20,1
89129,1,2,1,36,1
89130,0,1,1,88,1
89131,3,4,0,4,1
89132,1,1,1,20,1
89133,0,1,1,8,1
89134,0,1,1,12,1
89135,1,1,2,680,1
89136,0,1,1,88,1
89137,0,1,3541,56656,1
89138,0,1,1,88,1
89139,1,2,1,16,1
89140,112,1,0,1,1
89141,0,2,0,0,1
89142,1,1,2,112,1
89143,0,1,1,16,1
89144,1,1,1,8,1
89145,11,2,0,2,1
89146,1,1,0,0,1
89147,0,1,1,16,1
89148,3,1,0,2,1
89149,0,1,1,4,1
89150,1,1,1,28,1
89151,4,1,0,7,1
89152,0,1,0,0,1
89153,2,1,0,4,1
89154,26,1,11602,7849963,1
89155,1,1,1,12,1
89156,1,4,1,12,1
89157,0,1,1,88,1
89158,27,7,0,0,1
89159,1,2,1,28,1
89160,1,1,0,0,1
89161,24,1,0,16,1
89162,0,1,3972,111216,1
89163,0,1,0,0,1
89164,4,1,0,22,1
89165,7,1,0,1,1
89166,0,1,1,8,1
89167,0,1,1,16,1
89168,4,1,71,1420,1
89169,0,1,1,20,1
89170,0,1,1,16,1
89171,0,1,2489,49780,1
89172,133,1,0,2,1
89173,2,2,0,12,1
89174,0,1,1,16,1
89175,0,1,0,0,1
89176,0,1,1,12,1
89177,2,1,1,56,1
89178,1,1,0,0,1
89179,634,1,255902,9667687,3
89180,10,1,0,13,1
89181,797,1,0,0,1
89182,1,1,1,28,1
89183,1,1,1,8,1
89184,0,1,1,16,1
89185,17,1,0,0,1
89186,0,1,1,8,1
89187,1,1,1,20,1
89188,0,1,1,8,1
89189,0,1,2,64,1
89190,18,3,0,0,1
89191,0,1,2,56,1
89192,7,4,0,1,1
89193,0,1,1,16,1
89194,0,1,1,16,1
89195,0,2,1,28,1
89196,0,1,1,8,1
89197,1,1,1,88,1
89198,0,1,1,12,1
89199,0,1,1,12,1
89200,0,1,1,8,1
89201,12,2,0,2,1
89202,4,2,37,2456,1
89203,0,1,1,16,1
89204,1,1,0,0,1
89205,0,1,1,88,1
89206,0,1,1,84,1
89207,1,4,1,12,1
89208,16,2,0,1,1
89209,4,1,0,5,1
89210,0,1,2142,42840,1
89211,0,1,3806,76120,1
89212,0,4,1,12,1
89213,1,1,0,0,1
89214,0,1,1,16,1
89215,2,1,0,8,1
89216,1,4,1,12,1
89217,0,1,1,88,1
89218,0,1,1,8,1
89219,0,1,0,0,1
89220,0,1,1,16,1
89221,0,1,1,16,1
89222,1,1,2,304,1
89223,1,1,1,12,1
89224,4,1,0,4,1
89225,0,2,0,0,1
89226,1,1,0,0,1
89227,0,1,1,8,1
89228,18,1,0,6,1
89229,2,4,0,6,1
89230,2,5,0,0,1
89231,1,2,1,32,1
89232,0,1,2,112,1
89233,5,1,0,2,1
89234,0,1,1,12,1
89235,0,1,1,8,1
89236,0,1,1,4,1
89237,0,1,1,88,1
89238,0,1,1,16,1
89239,2,1,0,0,1
89240,0,2,1,36,1
89241,1,1,2,248,1
89242,10,1,0,1,1
89243,1,1,2,64,1
89244,2,1,0,44,1
89245,1,1,1,8,1
89246,17,1,0,6,1
89247,1,1,1,16,1
89248,0,1,0,0,1
89249,1,1,1,8,1
89250,1,1,1,12,1
89251,10,1,72,1450,1
89252,1,1,1,8,1
89253,0,1,0,0,1
89254,0,2,0,0,1
89255,0,4,0,0,1
89256,0,2,0,0,1
89257,134,1,0,2,1
89258,0,1,1,8,1
89259,11,3,1293,663712,1
89260,0,1,1,12,1
89261,1,1,1,88,1
89262,1,1,1,8,1
89263,0,1,1,8,1
89264,1,1,1,8,1
89265,2,1,1663,26616,1
89266,1,2,1,20,1
89267,0,1,1,8,1
89268,0,1,1,8,1
89269,3,1,0,2,1
89270,1,1,257,5140,1
89271,0,1,1,12,1
89272,0,4,1,12,1
89273,46,1,0,4,1
89274,0,1,1,8,1
89275,0,1,1,16,1
89276,0,1,1,16,1
89277,132,1,0,2,1
89278,108,1,0,1,1
89279,812,1,0,0,1
89280,51,1,0,2,1
89281,5,1,0,2,1
89282,2,2,0,16,1
89283,0,1,2,128,1
89284,1,1,1,12,1
89285,1,1,1,12,1
89286,0,1,1,8,1
89287,0,1,1,12,1
89288,0,1,1,88,1
89289,1,1,1,16,1
89290,1,1,2,168,1
89291,0,1,1,8,1
89292,5,1,0,22,1
89293,0,1,1,8,1
89294,1,2,0,0,1
89295,0,1,0,0,1
89296,0,1,2,96,1
89297,0,2,1,24,1
89298,0,1,0,0,1
89299,22,2,0,0,1
89300,0,1,1,8,1
89301,0,1,1,12,1
89302,0,1,1,20,1
89303,0,1,1,16,1
89304,9,4,0,1,1
89305,7,1,0,0,1
89306,0,1,1,12,1
89307,1,2,0,0,1
89308,0,1,2,112,1
89309,1,3,8906,2328192,1
89310,5,4,0,0,1
89311,8,1,0,2,1
89312,4,4,0,3,1
89313,0,1,1,88,1
89314,0,1,0,0,1
89315,1,1,1,16,1
89316,4,1,0,4,1
89317,0,1,1,16,1
89318,1,1,1,8,1
89319,0,1,1,8,1
89320,1,1,0,0,1
89321,39,1,0,0,1
89322,0,1,2,80,1
89323,1,2,1,24,1
89324,1,3,1,12,1
89325,13,8,0,0,1
89326,1,2,1,20,1
89327,0,1,3978,79560,1
89328,1,4,1,12,1
89329,1,2,24,384,1
89330,1,1,1,8,1
89331,0,2,1,24,1
89332,0,1,0,0,1
89333,1,2,1,28,1
89334,0,1,1,12,1
89335,2,1,0,12,1
89336,1,2,1,24,1
89337,7,2,0,3,1
89338,0,1,1,8,1
89339,0,1,1,8,1
89340,576,1,0,0,1
89341,1,1,1,16,1
89342,0,1,1,8,1
89343,5,4,0,2,1
89344,0,1,2,104,1
89345,1,1,2,64,1
89346,6,1,0,69,1
89347,1,1,1,8,1
89348,0,1,2,112,1
89349,9,1,0,2,1
89350,0,1,0,0,1
89351,0,1,1,88,1
89352,0,4,1,12,1
89353,0,1,2,96,1
89354,2,1,0,0,1
89355,2,1,0,10,1
89356,1,1,1,20,1
89357,0,1,1,24,1
89358,2,3,7390,3795082,1
89359,11,1,0,5,1
89360,25,1,0,0,1
89361,0,1,1,16,1
89362,0,1,1,20,1
89363,0,1,0,0,1
89364,0,1,2,112,1
89365,66,1,0,3,1
89366,1,1,1,8,1
89367,22,11,22574,6518581,1
89368,0,1,2,448,1
89369,0,1,1,8,1
89370,0,1,1,16,1
89371,2,2,0,8,1
89372,0,1,1,88,1
89373,0,1,1,88,1
89374,0,1,1,20,1
89375,2,4,0,6,1
89376,0,1,3951,79020,1
89377,0,1,2822,56440,1
89378,2,1,0,8,1
89379,9,1,105131,30415187,3
89380,0,1,1,16,1
89381,0,1,2,112,1
89382,1,1,256,5120,1
89383,2,1,0,6,1
89384,0,1,1,4,1
89385,1,1,1,88,1
89386,1,1,2,112,1
89387,1,4,1,12,1
89388,0,1,1,16,1
89389,37,1,0,3,1
89390,1,1,1,88,1
89391,1,4,1,12,1
89392,0,1,1,16,1
89393,0,4,1,12,1
89394,0,1,1,8,1
89395,0,2,1,24,1
89396,1,1,1,84,1
89397,0,1,1,8,1
89398,2,1,0,8,1
89399,0,1,1,8,1
89400,0,1,1,16,1
89401,2,1,0,8,1
89402,0,1,1174,23480,1
89403,0,1,0,0,1
89404,1,2,18,5152,1
89405,0,1,1,16,1
89406,54,2,145872,19894525,3
89407,0,1,1,12,1
89408,11,1,0,5,1
89409,0,1,1,12,1
89410,2,1,1,56,1
89411,0,1,1,20,1
89412,0,1,1,88,1
89413,0,1,1,16,1
89414,1,2,25795,1239916,1
89415,14,1,0,11,1
89416,0,1,1,16,1
89417,0,1,1,8,1
89418,16,1,0,4,1
89419,0,4,0,0,1
89420,0,1,1,8,1
89421,9,6,227,7274,1
89422,10,1,0,6,1
89423,0,1,1,8,1
89424,1,1,1,8,1
89425,0,1,2,112,1
89426,0,1,2,112,1
89427,1,1,1,88,1
89428,0,1,1,28,1
89429,0,1,1,20,1
89430,1,4,1,12,1
89431,3,1,0,9,1
89432,0,1,1,16,1
89433,0,1,1,8,1
89434,2,1,0,4,1
89435,1,1,1,88,1
89436,0,1,1,88,1
89437,0,1,1,8,1
89438,20,1,0,6,1
89439,70,1,119593,8281814,3
89440,0,1,1,12,1
89441,0,1,2,96,1
89442,1,1,1,20,1
89443,1,1,1,8,1
89444,12,1,0,8,1
89445,6,2,0,0,1
89446,1,1,0,0,1
89447,4,1,0,0,1
89448,0,1,1,12,1
89449,0,1,1,8,1
89450,1,2,1,16,1
89451,0,1,1,88,1
89452,1,1,3083,61660,1
89453,0,1,1,28,1
89454,0,1,1,88,1
89455,0,1,1,88,1
89456,1,1,1,12,1
89457,2,4,0,6,1
89458,0,1,1,28,1
89459,1,1,1,8,1
89460,3,1,1272212,20355397,2
89461,1,2,1,28,1
89462,1,1,597,11940,1
89463,2,5,0,0,1
89464,8,1,60,2378,1
89465,1,1,1,88,1
89466,0,1,1,8,1
89467,0,1,1,20,1
89468,0,1,0,0,1
89469,0,1,1,16,1
89470,0,1,2,112,1
89471,1,1,0,0,1
89472,0,1,3079,49264,1
89473,0,1,0,0,1
89474,2,2,0,12,1
89475,0,1,1,8,1
89476,0,1,1,8,1
89477,1,2,1,24,1
89478,1,1,1,20,1
89479,2,5,3653,368078,1
89480,5,2,0,4,1
89481,0,2,1,24,1
89482,2,1,0,6,1
89483,0,1,2,32,1
89484,0,1,1,8,1
89485,0,1,1,8,1
89486,0,1,1,8,1
89487,9,2,25,11882,1
89488,0,1,0,0,1
89489,1,1,185,13872,1
89490,0,1,1,12,1
89491,0,1,0,0,1
89492,1,1,1,8,1
89493,5,1,0,17,1
89494,0,1,1,8,1
89495,2,1,0,8,1
89496,1,2,1,24,1
89497,0,1,2,80,1
89498,105,1,0,0,1
89499,0,1,20506,164048,1
89500,1,2,1,28,1
89501,0,1,1,88,1
89502,0,2,1,24,1
89503,0,1,1,28,1
89504,14,2,0,2,1
89505,0,1,2,112,1
89506,0,1,1,20,1
89507,0,1,1,4,1
89508,0,1,1,88,1
89509,1,2,0,0,1
89510,0,2,1,28,1
89511,0,1,1,20,1
89512,0,1,1,8,1
89513,160,1,260595,23819969,3
89514,8,1,0,3,1
89515,2,1,0,0,1
89516,1,1,1,8,1
89517,0,1,3971,79420,1
89518,1,2,1,24,1
89519,0,2,1,24,1
89520,1,1,1,16,1
89521,1,2,1,24,1
89522,2,2,3211,368720,1
89523,14,2,9,352,1
89524,0,1,2,56,1
89525,0,1,1,20,1
89526,0,1,1,88,1
89527,0,1,1,88,1
89528,3,7,1654,79408,1
89529,0,1,1,20,1
89530,2,1,0,4,1
89531,0,1,1,20,1
89532,0,1,1,8,1
89533,28,1,139727,16195033,3
89534,0,1,1,88,1
89535,0,1,1,8,1
89536,1,1,1,12,1
89537,3,3,0,4,1
89538,0,1,1,88,1
89539,0,1,485,19028,1
89540,1,1,0,0,1
89541,0,4,0,0,1
89542,0,1,1,84,1
89543,0,1,1,20,1
89544,0,4,0,0,1
89545,1,1,6,240,1
89546,5,2,0,4,1
89547,1,1,1,12,1
89548,0,2,1,28,1
89549,4,1,0,4,1
89550,86,1,0,1,1
89551,3,2,0,9,1
89552,5,1,0,2,1
89553,0,1,1,88,1
89554,1,1,1,16,1
89555,0,4,0,0,1
89556,1,1,1,20,1
89557,0,1,1,12,1
89558,0,1,1,8,1
89559,1,1,1,12,1
89560,4,1,0,22,1
89561,0,1,1,24,1
89562,2,2,0,12,1
89563,1,1,0,0,1
89564,0,1,0,0,1
89565,1,1,1,20,1
89566,1,1,1,28,1
89567,34,1,0,2,1
89568,22,41,0,0,4
89569,11,1,0,5,1
89570,1,1,2,112,1
89571,0,1,96,1920,1
89572,0,2,1,8,1
89573,1,1,3973,111244,1
89574,2,1,1439,28790,1
89575,0,1,1,4,1
89576,1,2,1,28,1
89577,93,1,0,1,1
89578,1,1,1,12,1
89579,0,1,3361,67220,1
89580,15,1,0,0,1
89581,0,1,3997,79940,1
89582,0,1,1,12,1
89583,0,1,1,20,1
89584,1,1,1,16,1
89585,3,1,1207,24153,1
89586,0,1,0,0,1
89587,4,4,0,0,1
89588,152,1,0,3,1
89589,0,1,1,12,1
89590,1,1,1,8,1
89591,1,1,1,12,1
89592,0,1,1,8,1
89593,0,4,1,12,1
89594,0,1,2,112,1
89595,0,1,1,28,1
89596,0,1,1,8,1
