,TOTAL_SECONDS,SNIPPETS,THROUGH_PUT_ROWS,THROUGH_PUT_BYTES,Clusters
33357,3,22,0,192,4
33358,2,5,1,152,1
33359,0,1,1,12,1
33360,4,21,0,172,4
33361,4,22,0,115,4
33362,33,1,0,3,1
33363,1,1,2,72,1
33364,2,22,0,280,4
33365,58,4,0,3,1
33366,13,2,0,54,1
33367,2,2,0,812,1
33368,20,21,0,28,4
33369,4,1,0,24,1
33370,43,1,0,0,1
33371,3,8,0,58,1
33372,1,3,2,136,1
33373,7,7,0,16,1
33374,1,3,2,136,1
33375,3,10,0,100,1
33376,39,22,0,13,4
33377,5,2,0,197,1
33378,3,22,0,152,4
33379,1,3,2,112,1
33380,40,1,0,2,1
33381,4,5,0,42,1
33382,1,22,1,816,4
33383,1,1,2,104,1
33384,24,2,0,27,1
33385,1,1,2,112,1
33386,0,1,1,12,1
33387,0,2,1,424,1
33388,1,22,1,444,4
33389,1,1,2,216,1
33390,2,8,0,102,1
33391,1,3,2,136,1
33392,2,1,0,6,1
33393,3,22,0,237,4
33394,6,1,0,21,1
33395,2,22,0,220,4
33396,1,2,1920,15360,1
33397,61,6,0,7,1
33398,7,2,0,170,1
33399,2,1,1,344,1
33400,10,22,0,54,4
33401,7,22,0,67,4
33402,2,6,1,88,1
33403,42,6,0,6,1
33404,37,2,0,84,1
33405,22,2,0,147,1
33406,1,1,1,12,1
33407,4,7,0,106,1
33408,18,2,0,8,1
33409,0,3,0,0,1
33410,3,22,0,166,4
33411,1,3,2,136,1
33412,2,6,1,520,1
33413,1,1,2,32,1
33414,9,22,0,59,4
33415,2,4,0,38,1
33416,0,1,1,12,1
33417,0,1,0,0,1
33418,0,3,2,136,1
33419,2,6,0,58,1
33420,0,2,2,144,1
33421,1,1,2,32,1
33422,1,22,1,568,4
33423,0,2,1920,15360,1
33424,0,3,2,136,1
33425,0,7,2,112,1
33426,1,6,1,116,1
33427,23,2,0,21,1
33428,1,3,2,280,1
33429,0,1,1,12,1
33430,3,7,0,37,1
33431,2,2,0,658,1
33432,35,1,0,3,1
33433,6,1,0,77,1
33434,2,2,0,398,1
33435,9,6,0,36,1
33436,5,15,0,11,4
33437,0,1,1,12,1
33438,1,6,2,368,1
33439,1,22,1,564,4
33440,3,22,0,193,4
33441,0,7,0,0,1
33442,9,22,0,68,4
33443,3,9,0,72,1
33444,1,3,2,136,1
33445,11,2,0,26,1
33446,69,22,0,8,4
33447,97,1,0,1,1
33448,1,1,2,136,1
33449,1,10,1,240,1
33450,2,2,0,226,1
33451,1,2,1920,15360,1
33452,0,1,1,12,1
33453,2,5,1,84,1
33454,0,3,0,0,1
33455,3,2,0,248,1
33456,1,2,1,1344,1
33457,0,3,0,0,1
33458,0,1,1,12,1
33459,10,22,0,71,4
33460,18,56,0,4,4
33461,0,3,0,0,1
33462,11,1,0,11,1
33463,1,1,1,12,1
33464,0,3,0,0,1
33465,7,22,0,69,4
33466,30,2,0,74,1
33467,0,1,2,72,1
33468,13,1,0,33,1
33469,2,3,1,68,1
33470,3,3,0,45,1
33471,22,6,0,15,1
33472,41,2,0,59,1
33473,19,1,0,2,1
33474,0,1,1,12,1
33475,1,7,2,112,1
33476,19,1,0,4,1
33477,3,1,0,69,1
33478,9,2,0,258,1
33479,2,22,0,326,4
33480,0,3,2,104,1
33481,0,1,1920,15360,1
33482,9,2,0,258,1
33483,0,2,1,576,1
33484,1,3,2,112,1
33485,1,12,1,304,4
33486,0,1,0,0,1
33487,0,1,1,12,1
33488,1,3,2,112,1
33489,0,3,2,136,1
33490,1,1,2,144,1
33491,1,3,2,136,1
33492,1,1,2,136,1
33493,0,5,0,0,1
33494,3,1,0,226,1
33495,1,1,2,112,1
33496,1,2,1,3460,1
33497,8,2,0,316,1
33498,0,3,2,136,1
33499,4,2,0,229,1
33500,6,16,0,57,4
33501,5,22,0,320,4
33502,54,2,0,30,1
33503,0,1,1,12,1
33504,1,22,1,504,4
33505,32,2,0,52,1
33506,12,22,0,43,4
33507,11,6,0,23,1
33508,0,2,1920,15360,1
33509,7,22,0,82,4
33510,10,2,0,311,1
33511,9,2,0,324,1
33512,0,3,2,136,1
33513,0,1,1,12,1
33514,2,3,1,52,1
33515,10,2,0,222,1
33516,1,6,1,124,1
33517,4,22,0,159,4
33518,0,3,2,136,1
33519,8,3,0,14,1
33520,5,5,0,35,1
33521,0,3,2,112,1
33522,0,1,1,12,1
33523,0,3,2,136,1
33524,1,1,2,208,1
33525,0,3,2,112,1
33526,112,2,0,4,1
33527,11,22,0,47,4
33528,0,2,2,144,1
33529,0,1,1,12,1
33530,8,1,0,87,1
33531,11,21,0,49,4
33532,0,6,2,208,1
33533,4,8,0,34,1
33534,4,6,0,29,1
33535,4,5,0,48,1
33536,2,22,0,370,4
33537,4,4,0,154,1
33538,3,11,0,96,1
33539,1,1,2,128,1
33540,1,1,1,12,1
33541,1,3,2,136,1
33542,0,4,1,60,1
33543,4,6,0,44,1
33544,30,17,0,12,4
33545,3,20,0,158,4
33546,5,2,0,80,1
33547,2,1,1,24,1
33548,0,3,2,136,1
33549,0,3,2,136,1
33550,0,3,0,0,1
33551,0,1,2,112,1
33552,0,1,0,0,1
33553,5,6,0,41,1
33554,0,1,1,12,1
33555,8,4,0,35,1
33556,14,2,0,79,1
33557,1,1,2,688,1
33558,5,5,0,11,1
33559,0,1,1,12,1
33560,275,22,0,3,4
33561,12,8,0,11,1
33562,51,4,0,1,1
33563,1,1,2,80,1
33564,13,22,0,44,4
33565,6,21,0,114,4
33566,0,2,1,588,1
33567,0,3,2,112,1
33568,0,1,1,12,1
33569,83,2,0,2,1
33570,0,1,1,12,1
33571,0,3,2,136,1
33572,5,22,0,121,4
33573,5,12,0,59,4
33574,3,2,0,73,1
33575,29,6,0,3,1
33576,1,3,2,112,1
33577,310,44,0,1,4
33578,1,10,1,224,1
33579,0,3,2,104,1
33580,2,3,1,124,1
33581,1,7,1,148,1
33582,0,1,1,12,1
33583,2,22,0,230,4
33584,6,22,0,100,4
33585,2,3,1,100,1
33586,0,1,1,12,1
33587,151,1,0,2,1
33588,6,4,0,52,1
33589,0,1,2,112,1
33590,28,1,0,7,1
33591,0,3,2,136,1
33592,0,2,1920,15360,1
33593,0,3,2,136,1
33594,1,2,2,72,1
33595,1,1,1,12,1
33596,165,1,0,0,1
33597,2,5,1,68,1
33598,4,1,0,64,1
33599,1,2,2,144,1
33600,6,22,0,117,4
33601,61,6,0,6,1
33602,0,1,2,184,1
33603,0,3,2,112,1
33604,0,3,0,0,1
33605,1,1,2,88,1
33606,2,10,0,126,1
33607,3,2,0,878,1
33608,5,1,0,2,1
33609,1,2,1920,15360,1
33610,2,4,0,40,1
33611,1,1,2,104,1
33612,1,3,2,136,1
33613,7,2,0,376,1
33614,35,22,0,21,4
33615,0,4,0,0,1
33616,1,3,2,136,1
33617,0,1,2,112,1
33618,21,1,0,0,1
33619,0,3,2,136,1
33620,11,4,0,4,1
33621,1,21,1,552,4
33622,1,1,1,12,1
33623,1,4,1,56,1
33624,4,1,0,80,1
33625,0,3,2,136,1
33626,20,3,0,2,1
33627,2,3,1,56,1
33628,1,3,2,136,1
33629,0,7,2,96,1
33630,7,16,0,57,4
33631,14,1,0,16,1
33632,23,14,0,24,4
33633,6,14,0,66,4
33634,0,1,2,72,1
33635,75,5,0,1,1
33636,0,1,1,12,1
33637,1,3,2,136,1
33638,4,22,0,308,4
33639,0,1,0,0,1
33640,7,22,0,96,4
33641,1,5,2,136,1
33642,52,6,0,8,1
33643,22,1,0,9,1
33644,4,1,0,26,1
33645,2,4,1,156,1
33646,7,1,0,16,1
33647,1,1,2,256,1
33648,6,13,0,29,4
33649,1,3,2,136,1
33650,0,1,0,0,1
33651,10,1,0,11,1
33652,2,21,0,276,4
33653,3,2,0,341,1
33654,1,2,1920,15360,1
33655,13,1,0,8,1
33656,1,10,1,456,1
33657,3,1,0,32,1
33658,30,22,0,19,4
33659,0,3,0,0,1
33660,165,27,0,3,4
33661,0,1,1,12,1
33662,1,8,1,164,1
33663,1,1,2,112,1
33664,3,2,0,249,1
33665,0,2,1,428,1
33666,26,6,0,4,1
33667,73,1,0,1,1
33668,1,1,1,12,1
33669,0,3,2,112,1
33670,0,1,1,12,1
33671,0,2,1920,15360,1
33672,22,2,0,134,1
33673,0,3,2,136,1
33674,0,3,2,104,1
33675,2,2,0,156,1
33676,0,1,2,112,1
33677,0,1,2,48,1
33678,4,2,0,593,1
33679,9,3,0,64,1
33680,3,8,0,24,1
33681,9,22,0,69,4
33682,1,7,1,148,1
33683,0,3,2,136,1
33684,14,22,0,36,4
33685,1,1,1,12,1
33686,23,6,0,10,1
33687,23,21,0,23,4
33688,1,6,1,124,1
33689,0,3,2,136,1
33690,0,1,1920,15360,1
33691,5,11,0,24,1
33692,0,1,1,12,1
33693,1,3,2,248,1
33694,11,12,0,25,4
33695,2,1,1,64,1
33696,0,2,1,2716,1
33697,0,3,1920,15360,1
33698,1,1,2,368,1
33699,1,3,2,136,1
33700,3,3,0,304,1
33701,1,3,2,176,1
33702,2,3,1,28,1
33703,15,1,0,3,1
33704,2,1,1,56,1
33705,3,9,0,34,1
33706,4,6,0,40,1
33707,4,2,0,449,1
33708,2,2,1,84,1
33709,0,2,1920,15360,1
33710,0,3,0,0,1
33711,34,1,0,2,1
33712,1,3,2,112,1
33713,1,1,1,12,1
33714,0,1,2,32,1
33715,161,9,0,1,1
33716,2,9,0,140,1
33717,5,22,0,92,4
33718,2,2,0,334,1
33719,1,7,2,280,1
33720,214,20,0,0,4
33721,2,14,0,146,4
33722,3,6,0,128,1
33723,1,1,2,64,1
33724,13,3,0,8,1
33725,1,12,1,248,4
33726,1,1,2,48,1
33727,16,22,0,34,4
33728,0,2,1920,15360,1
33729,7,5,0,18,1
33730,10,21,0,75,4
33731,3,2,0,342,1
33732,0,4,2,224,1
33733,6,1,0,97,1
33734,3,1,0,24,1
33735,0,1,2,112,1
33736,1,2,1920,15360,1
33737,1,2,1,656,1
33738,0,6,2,736,1
33739,1,3,2,136,1
33740,1,1,2,32,1
33741,2,4,1,28,1
33742,2,1,1,16,1
33743,2,7,1,56,1
33744,1,3,2,136,1
33745,7,12,0,48,4
33746,0,1,1,12,1
33747,3,12,0,141,4
33748,6,2,0,412,1
33749,2,2,960,7680,1
33750,0,1,1920,15360,1
33751,2,1,1,52,1
33752,2,3,960,7680,1
33753,10,21,0,90,4
33754,3,6,0,45,1
33755,1,2,2,4568,1
33756,1,6,2,80,1
33757,0,1,1920,15360,1
33758,3,13,0,129,4
33759,0,7,0,0,1
33760,20,21,0,27,4
33761,0,3,2,136,1
33762,1,1,1,12,1
33763,1,1,2,128,1
33764,1,2,1,4232,1
33765,0,1,2,32,1
33766,1,1,2,112,1
33767,3,3,0,93,1
33768,4,2,0,558,1
33769,3,7,0,48,1
33770,221,3,0,0,1
33771,1,4,2,680,1
33772,2,4,1,64,1
33773,2,22,0,296,4
33774,4,22,0,125,4
33775,10,1,0,3,1
33776,2,1,1,172,1
33777,2,3,1,56,1
33778,3,7,0,96,1
33779,3,22,0,212,4
33780,78,1,0,2,1
33781,0,1,2,48,1
33782,4,5,0,122,1
33783,62,1,0,1,1
33784,0,3,2,112,1
33785,1,1,2,112,1
33786,1,2,1,660,1
33787,90,1,0,5,1
33788,3,2,0,161,1
33789,2,2,0,1404,1
33790,17,7,0,10,1
33791,2,4,1,108,1
33792,64,1,0,3,1
33793,11,2,0,197,1
33794,56,2,0,38,1
33795,0,2,1920,15360,1
33796,1,2,1,1628,1
33797,4,1,0,50,1
33798,1,1,1,12,1
33799,3,5,0,53,1
33800,2,2,1,64,1
33801,1,6,2,296,1
33802,1,6,1,116,1
33803,15,2,0,25,1
33804,1,1,2,128,1
33805,137,22,0,3,4
33806,0,2,1920,15360,1
33807,4,2,0,422,1
33808,1,5,2,104,1
33809,0,4,2,40,1
33810,0,1,2,40,1
33811,44,21,0,12,4
33812,5,2,0,576,1
33813,133,2,0,17,1
33814,52,22,0,8,4
33815,0,1,1,12,1
33816,162,4,0,0,1
33817,4,2,0,262,1
33818,14,6,0,39,1
33819,1,7,2,112,1
33820,0,3,2,136,1
33821,21,22,0,26,4
33822,3,22,0,174,4
33823,0,3,2,136,1
33824,0,1,0,0,1
33825,0,2,1,660,1
33826,61,1,0,3,1
33827,7,7,0,112,1
33828,1,5,2,136,1
33829,4,1,0,80,1
33830,4,3,0,28,1
33831,1,3,2,112,1
33832,8,2,0,307,1
33833,6,2,0,249,1
33834,1,1,2,144,1
33835,0,3,2,136,1
33836,1,21,1,580,4
33837,4,1,0,26,1
33838,4,1,0,18,1
33839,1,2,2,144,1
33840,3,22,0,220,4
33841,25,22,0,20,4
33842,1,3,2,136,1
33843,0,3,0,0,1
33844,26,16,0,16,4
33845,10,13,0,30,4
33846,0,1,1,12,1
33847,0,3,2,136,1
33848,0,3,2,360,1
33849,0,5,2,192,1
33850,9,13,0,8,4
33851,1,3,2,136,1
33852,4,21,0,154,4
33853,1,3,2,136,1
33854,1,3,2,112,1
33855,0,1,2,32,1
33856,117,4,0,0,1
33857,59,6,0,3,1
33858,3,6,0,38,1
33859,0,6,1,104,1
33860,0,1,1,12,1
33861,6,16,0,9,4
33862,1,2,1,2780,1
33863,2,7,0,86,1
33864,6,4,0,216,1
33865,3,3,0,37,1
33866,0,1,2,32,1
33867,15,8,0,30,1
33868,13,3,0,13,1
33869,6,6,0,44,1
33870,3,3,0,37,1
33871,9,1,0,8,1
33872,0,1,2,112,1
33873,4,1,0,74,1
33874,2,3,0,0,1
33875,5379,24,0,0,5
33876,2,3,1,56,1
33877,2,12,0,140,4
33878,1,2,1,328,1
33879,80,1,0,1,1
33880,27,21,0,20,4
33881,0,1,2,112,1
33882,2,17,1,156,4
33883,4,2,0,194,1
33884,0,3,2,136,1
33885,15,22,0,38,4
33886,31,7,0,5,1
33887,2,2,0,1126,1
33888,16,24,0,42,4
33889,294,22,0,1,4
33890,0,1,0,0,1
33891,0,3,0,0,1
33892,14,2,0,60,1
33893,1,5,2,192,1
33894,1,1,2,224,1
33895,0,1,0,0,1
33896,49,20,0,9,4
33897,0,1,2,32,1
33898,0,1,1,12,1
33899,40,21,0,14,4
33900,3,2,0,49,1
33901,1,3,2,136,1
33902,13,2,0,167,1
33903,2,5,1,116,1
33904,6,13,0,38,4
33905,3,2,0,222,1
33906,1,1,2,280,1
33907,1,2,1,1120,1
33908,11,2,0,189,1
33909,4,22,0,149,4
33910,20,1,0,3,1
33911,1,2,1,660,1
33912,1,3,2,136,1
33913,1,1,1920,15360,1
33914,2,1,1,116,1
33915,0,1,1,12,1
33916,1,1,2,72,1
33917,1,2,1,1784,1
33918,2,2,1,72,1
33919,3,3,0,314,1
33920,0,3,2,112,1
33921,24,2,0,93,1
33922,1,2,2,56,1
33923,0,1,1,12,1
33924,18,1,0,7,1
33925,0,2,1,376,1
33926,6,2,0,561,1
33927,1,2,1,304,1
33928,3,2,0,661,1
33929,182,33,0,4,4
33930,3,2,0,48,1
33931,1,2,1,552,1
33932,3,5,0,45,1
33933,56,22,0,9,4
33934,5,2,0,240,1
33935,24,17,0,18,4
33936,3,3,0,90,1
33937,2,1,1,48,1
33938,1,1,1,12,1
33939,2,2,0,506,1
33940,0,5,2,192,1
33941,1,3,2,136,1
33942,13,2,0,202,1
33943,1,3,2,136,1
33944,2,5,1,116,1
33945,0,3,2,136,1
33946,0,1,1,12,1
33947,0,3,0,0,1
33948,4,2,0,70,1
33949,18,22,0,34,4
33950,1,5,2,288,1
33951,121,1,0,0,1
33952,2,1,0,6,1
33953,1,3,2,136,1
33954,1,3,2,200,1
33955,0,4,2,224,1
33956,0,7,1,148,1
33957,10,9,0,26,1
33958,0,1,1920,15360,1
33959,0,3,2,112,1
33960,7,2,0,163,1
33961,2,1,0,6,1
33962,5,7,0,27,1
33963,0,3,0,0,1
33964,1,1,2,64,1
33965,1057,29,0,0,4
33966,0,1,1,12,1
33967,1,1,2,128,1
33968,0,1,2,64,1
33969,0,2,2,144,1
33970,17,22,0,27,4
33971,1,1,2,200,1
33972,2,3,1,80,1
33973,1,1,1,12,1
33974,7,1,0,11,1
33975,3,3,0,34,1
33976,1,3,0,0,1
33977,5,4,0,78,1
33978,41,1,0,2,1
33979,0,1,1,12,1
33980,3,7,0,37,1
33981,0,1,2,96,1
33982,2,1,1,56,1
33983,1,1,2,112,1
33984,6,11,0,47,1
33985,3,2,0,352,1
33986,0,1,1,12,1
33987,0,1,2,112,1
33988,78,3,0,2,1
33989,5,2,0,240,1
33990,3,2,0,532,1
33991,2,5,1,228,1
33992,36,1,0,1,1
33993,5,21,0,104,4
33994,4,4,0,88,1
33995,2,1,1,56,1
33996,178,22,0,3,4
33997,1,3,2,112,1
33998,1,1,1,12,1
33999,7,2,0,108,1
34000,4,3,0,18,1
34001,4,2,0,171,1
34002,1,1,2,248,1
34003,7,5,0,20,1
34004,11,1,0,61,1
34005,6,22,0,79,4
34006,1,12,1,248,4
34007,1,2,1,3036,1
34008,0,1,2,112,1
34009,6,22,0,80,4
34010,8,2,0,344,1
34011,8,14,0,42,4
34012,2,2,0,790,1
34013,1,1,2,80,1
34014,12,21,0,103,4
34015,1,7,2,112,1
34016,4,2,0,398,1
34017,0,3,2,112,1
34018,0,1,1,12,1
34019,23,5,0,2,1
34020,3,7,0,26,1
34021,1,4,2,56,1
34022,0,7,2,96,1
34023,1,1,2,40,1
34024,10,22,0,49,4
34025,12,7,0,26,1
34026,1,1,2,48,1
34027,7,10,0,39,1
34028,77,2,0,11,1
34029,25,3,0,16,1
34030,2,3,1,56,1
34031,0,1,1920,15360,1
34032,4,22,0,219,4
34033,5,22,0,123,4
34034,169,6,0,1,1
34035,11,13,0,21,4
34036,2,2,0,174,1
34037,9,20,0,60,4
34038,4,6,0,52,1
34039,3,2,0,232,1
34040,47,20,0,1,4
34041,1,2,1,468,1
34042,3,18,0,134,4
34043,6,2,0,24,1
34044,0,1,1920,15360,1
34045,2,1,1,112,1
34046,111,1,0,0,1
34047,2,2,0,396,1
34048,55,22,0,8,4
34049,2,22,0,278,4
34050,0,3,1920,15360,1
34051,0,1,1920,15360,1
34052,17,2,0,26,1
34053,1,3,2,112,1
34054,7,22,0,80,4
34055,0,2,1,660,1
34056,56,8,0,2,1
34057,3,21,0,237,4
34058,8,22,0,66,4
34059,2,2,0,1730,1
34060,1,4,2,680,1
34061,0,3,2,136,1
34062,181,1,0,0,1
34063,0,6,1,116,1
34064,0,1,2,112,1
34065,0,3,2,136,1
34066,4,18,0,106,4
34067,0,1,0,0,1
34068,2,2,0,212,1
34069,15,7,0,7,1
34070,21,17,0,14,4
34071,0,1,0,0,1
34072,8,22,0,65,4
34073,1,1,2,48,1
34074,3,1,0,4,1
34075,1,3,2,112,1
34076,0,2,1,44,1
34077,1,4,2,752,1
34078,51,22,0,11,4
34079,0,1,0,0,1
34080,53,2,0,23,1
34081,1,3,2,136,1
34082,4,3,0,118,1
34083,53,2,0,15,1
34084,0,1,1,12,1
34085,5,6,0,137,1
34086,1,3,0,0,1
34087,1,1,1920,15360,1
34088,6,22,0,111,4
34089,3,2,0,77,1
34090,17,22,0,29,4
34091,9,22,0,50,4
34092,1,1,2,104,1
34093,1,3,2,136,1
34094,0,1,1,12,1
34095,1,3,0,0,1
34096,0,3,0,0,1
34097,11,6,0,36,1
34098,10,3,0,11,1
34099,22,22,0,23,4
34100,0,3,2,112,1
34101,5,1,0,2,1
34102,1,8,1,196,1
34103,4,5,0,170,1
34104,15,2,0,25,1
34105,0,1,1,12,1
34106,2,2,0,228,1
34107,59,40,0,3,4
34108,1,2,1920,15360,1
34109,0,3,0,0,1
34110,0,3,0,0,1
34111,5,21,0,125,4
34112,1,1,1920,15360,1
34113,1,1,1,12,1
34114,58,22,0,9,4
34115,34,5,0,5,1
34116,35,22,0,14,4
34117,6,2,0,358,1
34118,1,7,2,112,1
34119,29,21,0,15,4
34120,3,1,0,24,1
34121,0,1,1,12,1
34122,1,7,2,112,1
34123,2,15,0,1440,4
34124,6,3,0,22,1
34125,17,22,0,37,4
34126,1,3,2,136,1
34127,1,1,2,32,1
34128,3,2,0,1065,1
34129,0,1,1,12,1
34130,20,5,0,10,1
34131,3,2,0,230,1
34132,0,1,1,12,1
34133,4,1,0,22,1
34134,2,22,0,342,4
34135,4,22,0,138,4
34136,1,3,2,136,1
34137,8,2,0,65,1
34138,1,3,2,112,1
34139,1,1,2,80,1
34140,0,3,2,96,1
34141,1,3,2,136,1
34142,1,2,1,240,1
34143,0,3,2,112,1
34144,190,1,0,0,1
34145,0,2,0,0,1
34146,0,7,0,0,1
34147,0,3,2,136,1
34148,0,1,1,12,1
34149,1,1,2,64,1
34150,2,2,0,320,1
34151,157,2,0,11,1
34152,4,2,0,177,1
34153,8,4,0,7,1
34154,25,22,0,31,4
34155,3,5,0,48,1
34156,2,21,0,306,4
34157,4,7,0,28,1
34158,0,2,2,144,1
34159,0,1,2,72,1
34160,1,1,1,12,1
34161,10,22,0,46,4
34162,1,3,2,112,1
34163,1,1,2,248,1
34164,0,1,1,12,1
34165,1,1,2,72,1
34166,0,1,2,48,1
34167,5,3,0,22,1
34168,0,1,2,112,1
34169,0,1,1,12,1
34170,0,3,2,112,1
34171,0,1,2,72,1
34172,0,4,1,60,1
34173,3,20,0,168,4
34174,6,22,0,98,4
34175,1,2,1920,15360,1
34176,266,22,0,1,4
34177,9,21,0,61,4
34178,3,2,0,236,1
34179,2,1,1,36,1
34180,1,22,1,588,4
34181,4,3,0,34,1
34182,1,22,1,740,4
34183,6,4,0,273,1
34184,3,22,0,186,4
34185,1,1,1920,15360,1
34186,19,8,0,9,1
34187,9,10,0,57,1
34188,1,22,1,592,4
34189,3,8,0,21,1
34190,5,2,0,110,1
34191,0,3,0,0,1
34192,2,2,0,308,1
34193,16,7,0,7,1
34194,3,5,0,29,1
34195,15,21,0,37,4
34196,1,1,1,12,1
34197,1,3,2,112,1
34198,4,6,0,33,1
34199,2,2,0,254,1
34200,3,10,0,69,1
34201,1,1,1920,15360,1
34202,0,1,1,12,1
34203,2,2,1,72,1
34204,10,2,0,298,1
34205,2,4,0,34,1
34206,7,22,0,67,4
34207,10,2,0,163,1
34208,0,2,1920,15360,1
34209,3,2,0,382,1
34210,41,18,0,6,4
34211,4,2,0,282,1
34212,53,3,0,20,1
34213,15,2,0,211,1
34214,0,3,2,136,1
34215,1,3,2,680,1
34216,0,3,2,136,1
34217,1,2,1920,15360,1
34218,1,2,1,320,1
34219,2,3,1,100,1
34220,260,5,0,0,1
34221,4,6,0,30,1
34222,15,2,0,194,1
34223,54,5,0,0,1
34224,12,8,0,20,1
34225,1,2,1,428,1
34226,14,1,0,8,1
34227,11,1,0,9,1
34228,2,1,1,36,1
34229,0,1,2,680,1
34230,6,5,0,86,1
34231,3,3,0,21,1
34232,2,4,1,220,1
34233,4,3,0,82,1
34234,6,22,0,130,4
34235,0,1,1920,15360,1
34236,5,22,0,99,4
34237,1,4,1,68,1
34238,14,1,0,8,1
34239,7,2,0,297,1
34240,2,16,0,180,4
34241,61,3,0,11,1
34242,2,22,0,234,4
34243,3,5,0,112,1
34244,22,1,87,698,1
34245,9,7,0,36,1
34246,0,1,2,112,1
34247,1,1,2,152,1
34248,11,22,0,56,4
34249,0,2,0,0,1
34250,1,2,1,576,1
34251,0,3,2,136,1
34252,0,3,2,136,1
34253,1,3,0,0,1
34254,8,14,0,47,4
34255,3,9,0,40,1
34256,2,7,1,56,1
34257,22,21,0,24,4
34258,1,3,2,136,1
34259,0,3,0,0,1
34260,19,22,0,30,4
34261,1,3,2,136,1
34262,2,1,1,48,1
34263,7,2,0,444,1
34264,4,2,0,395,1
34265,10,6,0,14,1
34266,7,3,0,16,1
34267,0,3,2,112,1
34268,5,20,0,115,4
34269,210,4,0,2,1
34270,1,3,2,136,1
34271,2,3,1,56,1
34272,44,7,0,4,1
34273,2,22,0,290,4
34274,1,22,1,496,4
34275,9,2,0,205,1
34276,5,3,0,22,1
34277,0,1,0,0,1
34278,22,7,0,9,1
34279,7,22,0,104,4
34280,17,5,0,11,1
34281,1,2,2,144,1
34282,0,1,1,12,1
34283,5,22,0,111,4
34284,19,4,0,35,1
34285,2,3,1,68,1
34286,34,2,0,10,1
34287,0,4,0,0,1
34288,18,2,0,117,1
34289,0,3,2,136,1
34290,1,1,1,12,1
34291,0,1,2,48,1
34292,260,1,0,0,1
34293,1,3,2,120,1
34294,1,22,1,528,4
34295,0,2,1,1252,1
34296,0,2,1,1084,1
34297,3,2,640,5120,1
34298,0,3,2,136,1
34299,16,6,0,41,1
34300,2,7,1,56,1
34301,1,5,2,200,1
34302,0,1,1,12,1
34303,1,1,2,32,1
34304,8,22,0,83,4
34305,1,3,2,136,1
34306,3,1,0,37,1
34307,2,6,1,148,1
34308,5,22,0,112,4
34309,94,1,0,1,1
34310,9,6,0,54,1
34311,0,1,2,96,1
34312,0,2,1,660,1
34313,0,1,2,48,1
34314,5,22,0,112,4
34315,21,74,0,11,4
34316,0,1,1,12,1
34317,2,1,0,6,1
34318,0,1,1,12,1
34319,1,3,2,112,1
34320,1,1,2,80,1
34321,6,12,0,13,4
34322,0,3,0,0,1
34323,7,1,0,35,1
34324,2,5,1,72,1
34325,282,1,0,1,1
34326,0,3,2,136,1
34327,78,1,0,1,1
34328,0,1,1,12,1
34329,2,2,0,122,1
34330,0,4,2,680,1
34331,3,2,0,500,1
34332,11,7,0,10,1
34333,5,22,0,125,4
34334,6,2,0,280,1
34335,4,2,0,275,1
34336,0,3,2,136,1
34337,0,1,2,112,1
34338,14,1,0,5,1
34339,1,6,2,240,1
34340,0,1,2,32,1
34341,0,1,1,12,1
34342,7,22,0,90,4
34343,1,4,1,60,1
34344,11,13,0,21,4
34345,7,12,0,70,4
34346,1,1,1920,15360,1
34347,0,3,2,112,1
34348,1,2,1920,15360,1
34349,1,3,1920,15360,1
34350,0,3,2,136,1
34351,62,2,0,12,1
34352,38,6,0,1,1
34353,0,1,1920,15360,1
34354,1,2,2,144,1
34355,1,1,2,112,1
34356,5,2,0,336,1
34357,1,1,2,112,1
34358,0,2,1920,15360,1
34359,3,12,0,80,4
34360,4,4,0,14,1
34361,5,2,0,106,1
34362,1,3,2,112,1
34363,1,1,2,72,1
34364,2,8,1,132,1
34365,8,22,0,60,4
34366,0,3,2,136,1
34367,2,3,1,160,1
34368,27,7,0,5,1
34369,0,3,2,136,1
34370,0,3,2,136,1
34371,3,1,0,26,1
34372,4,10,0,22,1
34373,1,6,2,216,1
34374,4,22,0,125,4
34375,0,1,1,12,1
34376,49,2,0,2,1
34377,0,1,1,12,1
34378,118,1,0,2,1
34379,7,17,0,61,4
34380,4,1,0,56,1
34381,3,21,0,228,4
34382,0,5,2,176,1
34383,0,1,1,12,1
34384,0,1,2,112,1
34385,5,1,0,22,1
34386,5,2,0,291,1
34387,3,11,0,88,1
34388,4,2,0,214,1
34389,3,2,0,758,1
34390,0,1,2,56,1
34391,0,2,1920,15360,1
34392,0,1,1,12,1
34393,24,19,0,18,4
34394,3,2,0,701,1
34395,1,2,2,104,1
34396,8,1,0,14,1
34397,6,22,0,94,4
34398,1,20,1,460,4
34399,10,22,0,64,4
34400,3,1,0,4,1
34401,2,4,960,7680,1
34402,2,2,0,992,1
34403,2,1,0,6,1
34404,5,22,0,125,4
34405,2,2,0,120,1
34406,4,22,0,135,4
34407,1,1,1,12,1
34408,6,16,0,84,4
34409,6,2,0,332,1
34410,0,1,1,12,1
34411,1,3,2,136,1
34412,1,3,2,136,1
34413,0,1,1,12,1
34414,2,1,960,7680,1
34415,201,3,0,3,1
34416,2,6,1,64,1
34417,6,8,0,32,1
34418,0,3,2,136,1
34419,2,5,1,84,1
34420,1,1,2,112,1
